Incidents_Recorded,Crime_Rate,Crime_City,Number_of_Records,Offence_Division,Offence Subdivision,Offence Subgroup,Crime_Year
126,112.72,GREATER BENDIGO,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
137,122.56,GREATER BENDIGO,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
21,18.79,GREATER BENDIGO,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
81,45.67,BOROONDARA,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
128,72.17,BOROONDARA,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
70,39.47,BOROONDARA,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
68,38.34,BOROONDARA,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
15,8.46,BOROONDARA,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
241,117.14,BRIMBANK,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
432,209.97,BRIMBANK,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
289,140.47,BRIMBANK,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
383,186.16,BRIMBANK,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
67,32.57,BRIMBANK,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
49,130.91,CAMPASPE,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
88,235.11,CAMPASPE,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
69,184.35,CAMPASPE,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
85,227.1,CAMPASPE,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
10,26.72,CAMPASPE,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
80,81.95,CARDINIA,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
238,243.79,CARDINIA,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
81,82.97,CARDINIA,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
98,100.38,CARDINIA,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
17,17.41,CARDINIA,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
300,95.69,CASEY,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
805,256.76,CASEY,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
256,81.65,CASEY,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
395,125.99,CASEY,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
65,20.73,CASEY,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
6,79.42,LODDON,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
10,132.36,LODDON,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
13,172.07,LODDON,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
11,145.6,LODDON,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
18,138.33,CENTRAL GOLDFIELDS,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
47,361.21,CENTRAL GOLDFIELDS,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
22,169.07,CENTRAL GOLDFIELDS,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
50,384.26,CENTRAL GOLDFIELDS,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
13,99.91,CENTRAL GOLDFIELDS,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
153,98.7,DAREBIN,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
183,118.05,DAREBIN,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
213,137.4,DAREBIN,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
206,132.88,DAREBIN,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
50,32.25,DAREBIN,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
69,151.9,EAST GIPPSLAND,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
173,380.84,EAST GIPPSLAND,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
98,215.74,EAST GIPPSLAND,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
127,279.58,EAST GIPPSLAND,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
21,46.23,EAST GIPPSLAND,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
206,147.66,FRANKSTON,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
314,225.07,FRANKSTON,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
248,177.76,FRANKSTON,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
232,166.3,FRANKSTON,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
68,48.74,FRANKSTON,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
2,68.87,QUEENSCLIFFE,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
1,34.44,QUEENSCLIFFE,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
3,103.31,QUEENSCLIFFE,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
1,34.44,QUEENSCLIFFE,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
264,110.64,GREATER GEELONG,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
398,166.8,GREATER GEELONG,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
322,134.95,GREATER GEELONG,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
356,149.2,GREATER GEELONG,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
53,22.21,GREATER GEELONG,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
97,65.1,GLEN EIRA,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
126,84.56,GLEN EIRA,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
86,57.71,GLEN EIRA,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
86,57.71,GLEN EIRA,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
13,8.72,GLEN EIRA,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
52,50.61,BAYSIDE,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
72,70.08,BAYSIDE,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
56,54.51,BAYSIDE,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
69,67.16,BAYSIDE,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
10,9.73,BAYSIDE,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
315,195.71,GREATER DANDENONG,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
566,351.66,GREATER DANDENONG,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
299,185.77,GREATER DANDENONG,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
231,143.52,GREATER DANDENONG,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
120,74.56,GREATER DANDENONG,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
111,170.57,GREATER SHEPPARTON,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
150,230.5,GREATER SHEPPARTON,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
122,187.47,GREATER SHEPPARTON,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
221,339.6,GREATER SHEPPARTON,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
39,59.93,GREATER SHEPPARTON,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
74,79.24,HOBSONS BAY,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
148,158.47,HOBSONS BAY,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
108,115.64,HOBSONS BAY,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
134,143.48,HOBSONS BAY,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
27,28.91,HOBSONS BAY,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
4,102.25,WEST WIMMERA,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
3,76.69,WEST WIMMERA,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
4,102.25,WEST WIMMERA,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
4,102.25,WEST WIMMERA,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
1,25.56,WEST WIMMERA,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
56,282.59,HORSHAM,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
68,343.14,HORSHAM,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
85,428.92,HORSHAM,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
68,343.14,HORSHAM,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
6,30.28,HORSHAM,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
5,87.09,HINDMARSH,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
19,330.95,HINDMARSH,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
7,121.93,HINDMARSH,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
17,296.12,HINDMARSH,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
2,34.84,HINDMARSH,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
244,117.4,HUME,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
452,217.49,HUME,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
327,157.34,HUME,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
440,211.71,HUME,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
57,27.43,HUME,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
143,89.92,KINGSTON,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
143,89.92,KINGSTON,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
176,110.68,KINGSTON,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
176,110.68,KINGSTON,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
133,83.64,KINGSTON,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
133,83.64,KINGSTON,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
123,77.35,KINGSTON,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
123,77.35,KINGSTON,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
33,20.75,KINGSTON,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
33,20.75,KINGSTON,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
104,64.73,KNOX,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
212,131.95,KNOX,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
144,89.63,KNOX,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
174,108.3,KNOX,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
44,27.39,KNOX,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
175,235.44,LATROBE,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
175,235.44,LATROBE,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
442,594.65,LATROBE,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
442,594.65,LATROBE,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
331,445.32,LATROBE,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
331,445.32,LATROBE,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
403,542.18,LATROBE,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
403,542.18,LATROBE,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
77,103.59,LATROBE,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
77,103.59,LATROBE,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
22,116,MOUNT ALEXANDER,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
20,105.45,MOUNT ALEXANDER,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
17,89.63,MOUNT ALEXANDER,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
13,68.54,MOUNT ALEXANDER,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
6,31.64,MOUNT ALEXANDER,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
28,58.93,MACEDON RANGES,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
52,109.45,MACEDON RANGES,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
34,71.56,MACEDON RANGES,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
37,77.88,MACEDON RANGES,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
7,14.73,MACEDON RANGES,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
65,52.89,MANNINGHAM,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
129,104.96,MANNINGHAM,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
49,39.87,MANNINGHAM,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
95,77.3,MANNINGHAM,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
12,9.76,MANNINGHAM,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
120,137.37,MARIBYRNONG,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
95,108.75,MARIBYRNONG,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
159,182.02,MARIBYRNONG,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
107,122.49,MARIBYRNONG,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
22,25.18,MARIBYRNONG,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
109,94.8,MAROONDAH,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
185,160.9,MAROONDAH,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
145,126.11,MAROONDAH,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
120,104.37,MAROONDAH,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
44,38.27,MAROONDAH,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
818,552.56,MELBOURNE,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
257,173.6,MELBOURNE,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
897,605.92,MELBOURNE,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
207,139.83,MELBOURNE,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
208,140.5,MELBOURNE,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
101,71.25,MELTON,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
276,194.71,MELTON,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
180,126.99,MELTON,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
329,232.1,MELTON,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
23,16.23,MELTON,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
94,172.27,MILDURA,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
259,474.67,MILDURA,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
106,194.27,MILDURA,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
157,287.74,MILDURA,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
40,73.31,MILDURA,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
5,48.41,STRATHBOGIE,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
16,154.9,STRATHBOGIE,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
9,87.13,STRATHBOGIE,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
23,222.67,STRATHBOGIE,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
1,9.68,STRATHBOGIE,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
71,170.54,MITCHELL,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
166,398.73,MITCHELL,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
92,220.98,MITCHELL,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
136,326.67,MITCHELL,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
10,24.02,MITCHELL,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
149,77.26,MONASH,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
217,112.52,MONASH,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
132,68.45,MONASH,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
129,66.89,MONASH,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
37,19.19,MONASH,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
124,100.84,MOONEE VALLEY,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
155,126.05,MOONEE VALLEY,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
180,146.38,MOONEE VALLEY,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
121,98.4,MOONEE VALLEY,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
29,23.58,MOONEE VALLEY,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
21,64.3,MOORABOOL,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
71,217.4,MOORABOOL,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
29,88.8,MOORABOOL,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
54,165.35,MOORABOOL,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
10,30.62,MOORABOOL,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
10,64.27,HEPBURN,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
16,102.83,HEPBURN,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
9,57.84,HEPBURN,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
17,109.25,HEPBURN,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
1,6.43,HEPBURN,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
9,41.04,GOLDEN PLAINS,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
23,104.88,GOLDEN PLAINS,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
9,41.04,GOLDEN PLAINS,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
12,54.72,GOLDEN PLAINS,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
1,4.56,GOLDEN PLAINS,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
194,112.73,MORELAND,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
253,147.02,MORELAND,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
207,120.29,MORELAND,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
214,124.35,MORELAND,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
45,26.15,MORELAND,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
147,91.38,MORNINGTON PENINSULA,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
219,136.14,MORNINGTON PENINSULA,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
187,116.25,MORNINGTON PENINSULA,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
181,112.52,MORNINGTON PENINSULA,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
49,30.46,MORNINGTON PENINSULA,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
28,43.56,NILLUMBIK,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
59,91.79,NILLUMBIK,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
38,59.12,NILLUMBIK,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
42,65.34,NILLUMBIK,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
8,12.45,NILLUMBIK,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
14,207.78,YARRIAMBIACK,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
16,237.46,YARRIAMBIACK,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
13,192.94,YARRIAMBIACK,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
18,267.14,YARRIAMBIACK,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
6,89.05,YARRIAMBIACK,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
19,164.12,NORTHERN GRAMPIANS,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
28,241.86,NORTHERN GRAMPIANS,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
35,302.32,NORTHERN GRAMPIANS,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
36,310.96,NORTHERN GRAMPIANS,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
6,51.83,NORTHERN GRAMPIANS,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
27,230.63,ARARAT,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
30,256.26,ARARAT,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
41,350.22,ARARAT,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
37,316.05,ARARAT,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
5,42.71,ARARAT,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
184,169.49,PORT PHILLIP,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
153,140.94,PORT PHILLIP,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
249,229.37,PORT PHILLIP,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
125,115.15,PORT PHILLIP,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
57,52.51,PORT PHILLIP,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
13,80.92,SOUTHERN GRAMPIANS,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
44,273.87,SOUTHERN GRAMPIANS,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
18,112.04,SOUTHERN GRAMPIANS,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
46,286.32,SOUTHERN GRAMPIANS,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
7,43.57,SOUTHERN GRAMPIANS,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
33,167.29,GLENELG,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
46,233.19,GLENELG,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
32,162.22,GLENELG,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
34,172.36,GLENELG,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
8,40.56,GLENELG,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
139,124.55,STONNINGTON,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
83,74.37,STONNINGTON,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
171,153.22,STONNINGTON,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
95,85.12,STONNINGTON,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
25,22.4,STONNINGTON,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
18,59.12,SURF COAST,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
34,111.68,SURF COAST,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
21,68.98,SURF COAST,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
10,32.85,SURF COAST,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
