Incidents_Recorded,Crime_Rate,Crime_City,Number_of_Records,Offence_Division,Offence Subdivision,Offence Subgroup,Crime_Year
1,3.38,MOIRA,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
3,10.33,WANGARATTA,1,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2018
39,134.29,WANGARATTA,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
1,3.44,WANGARATTA,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
4,13.77,WANGARATTA,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
1,6.25,CORANGAMITE,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
2,12.5,CORANGAMITE,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
5,31.26,CORANGAMITE,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
9,53.55,MOYNE,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
3,17.85,MOYNE,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
2,11.9,MOYNE,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
1,2.86,WARRNAMBOOL,1,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2018
33,94.54,WARRNAMBOOL,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
4,11.46,WARRNAMBOOL,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
16,45.84,WARRNAMBOOL,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
21,60.16,WARRNAMBOOL,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
1,2.27,WELLINGTON,1,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2018
30,68.07,WELLINGTON,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
7,15.88,WELLINGTON,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
13,29.5,WELLINGTON,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
14,31.77,WELLINGTON,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
53,30.03,WHITEHORSE,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
8,4.53,WHITEHORSE,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
10,5.67,WHITEHORSE,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
142,63.61,WHITTLESEA,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
21,9.41,WHITTLESEA,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
8,3.58,WHITTLESEA,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
47,21.05,WHITTLESEA,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
6,36.68,INDIGO,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
1,6.11,INDIGO,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
1,16.72,TOWONG,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
1,2.41,WODONGA,1,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2018
47,113.3,WODONGA,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
4,9.64,WODONGA,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
16,38.57,WODONGA,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
10,24.11,WODONGA,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
5,1.95,WYNDHAM,1,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2018
99,38.58,WYNDHAM,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
16,6.24,WYNDHAM,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
12,4.68,WYNDHAM,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
26,10.13,WYNDHAM,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
4,4.07,YARRA,1,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2018
70,71.24,YARRA,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
7,7.12,YARRA,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
2,2.04,YARRA,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
9,9.16,YARRA,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
46,29.05,YARRA RANGES,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
7,4.42,YARRA RANGES,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
1,0.63,YARRA RANGES,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
20,12.63,YARRA RANGES,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
455,423.51,BALLARAT,1,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,2018
87,80.98,BALLARAT,1,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,2018
277,257.83,BALLARAT,1,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,2018
21,19.55,BALLARAT,1,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,2018
21,284.22,PYRENEES,1,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,2018
1,13.53,PYRENEES,1,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,2018
427,326.24,BANYULE,1,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,2018
87,66.47,BANYULE,1,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,2018
797,608.92,BANYULE,1,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,2018
37,28.27,BANYULE,1,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,2018
135,385.44,BASS COAST,1,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,2018
12,34.26,BASS COAST,1,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,2018
33,94.22,BASS COAST,1,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,2018
106,360.5,SOUTH GIPPSLAND,1,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,2018
6,20.41,SOUTH GIPPSLAND,1,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,2018
68,231.26,SOUTH GIPPSLAND,1,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,2018
258,498.34,BAW BAW,1,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,2018
21,40.56,BAW BAW,1,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,2018
97,187.36,BAW BAW,1,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,2018
2,3.86,BAW BAW,1,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,2018
54,386.34,BENALLA,1,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,2018
17,121.63,BENALLA,1,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,2018
40,286.18,BENALLA,1,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,2018
7,50.08,BENALLA,1,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,2018
28,315.29,MANSFIELD,1,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,2018
1,11.26,MANSFIELD,1,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,2018
6,67.56,MANSFIELD,1,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,2018
30,209.59,MURRINDINDI,1,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,2018
2,13.97,MURRINDINDI,1,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,2018
9,62.88,MURRINDINDI,1,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,2018
498,430.21,GREATER BENDIGO,1,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,2018
45,38.87,GREATER BENDIGO,1,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,2018
451,389.61,GREATER BENDIGO,1,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,2018
59,50.97,GREATER BENDIGO,1,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,2018
152,83.78,BOROONDARA,1,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,2018
19,10.47,BOROONDARA,1,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,2018
103,56.77,BOROONDARA,1,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,2018
2,1.1,BOROONDARA,1,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,2018
762,362.32,BRIMBANK,1,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,2018
49,23.3,BRIMBANK,1,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,2018
897,426.51,BRIMBANK,1,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,2018
96,45.65,BRIMBANK,1,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,2018
214,569.98,CAMPASPE,1,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,2018
16,42.62,CAMPASPE,1,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,2018
135,359.57,CAMPASPE,1,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,2018
13,34.62,CAMPASPE,1,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,2018
285,263.56,CARDINIA,1,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,2018
31,28.67,CARDINIA,1,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,2018
74,68.43,CARDINIA,1,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,2018
5,4.62,CARDINIA,1,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,2018
977,286.64,CASEY,1,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,2018
79,23.18,CASEY,1,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,2018
272,79.8,CASEY,1,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,2018
8,2.35,CASEY,1,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,2018
108,822.27,CENTRAL GOLDFIELDS,1,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,2018
20,152.27,CENTRAL GOLDFIELDS,1,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,2018
49,373.07,CENTRAL GOLDFIELDS,1,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,2018
5,38.07,CENTRAL GOLDFIELDS,1,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,2018
26,346.91,LODDON,1,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,2018
3,40.03,LODDON,1,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,2018
2,26.69,LODDON,1,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,2018
396,246.02,DAREBIN,1,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,2018
65,40.38,DAREBIN,1,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,2018
367,228,DAREBIN,1,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,2018
6,3.73,DAREBIN,1,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,2018
316,678.43,EAST GIPPSLAND,1,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,2018
39,83.73,EAST GIPPSLAND,1,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,2018
150,322.04,EAST GIPPSLAND,1,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,2018
5,10.73,EAST GIPPSLAND,1,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,2018
627,441.73,FRANKSTON,1,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,2018
78,54.95,FRANKSTON,1,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,2018
930,655.2,FRANKSTON,1,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,2018
61,42.98,FRANKSTON,1,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,2018
940,374.72,GREATER GEELONG,1,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,2018
115,45.84,GREATER GEELONG,1,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,2018
473,188.56,GREATER GEELONG,1,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,2018
37,14.75,GREATER GEELONG,1,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,2018
5,166.57,QUEENSCLIFFE,1,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,2018
1,33.31,QUEENSCLIFFE,1,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,2018
191,181.75,BAYSIDE,1,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,2018
33,31.4,BAYSIDE,1,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,2018
